Date,Open,High,Low,Close,Adj Close,Volume
2008-02-01,11.637205,12.281145,11.014310,11.094276,10.929202,707747800
2008-03-01,11.039562,13.202862,10.563973,12.558923,12.372056,730592700
2008-04-01,12.828282,14.086700,12.718855,13.169192,12.973246,745093100
2008-05-01,12.975589,13.510101,12.247475,12.630471,12.442540,604197700
2008-06-01,12.622054,12.756734,11.317340,11.502525,11.331377,715276800
2008-07-01,11.372054,12.260101,9.898990,10.593434,10.435812,953301500
2008-08-01,10.639730,11.367846,10.042088,10.492424,10.336306,590400200
2008-09-01,10.606061,10.656566,8.396464,9.419192,9.279042,881977500
2008-10-01,9.267676,9.356061,5.761785,6.426768,6.331142,1341652300
2008-11-01,6.283670,6.641414,4.591751,5.526094,5.443871,863281900
2008-12-01,5.458754,6.515152,5.138889,5.875421,5.788000,790321300
2009-01-01,5.904882,6.515152,4.768518,5.058923,4.983650,725327400
2009-02-01,5.037879,5.883838,4.419192,4.574916,4.506845,660707400
2009-03-01,4.473906,5.551347,4.170876,5.286195,5.207541,841353700
2009-04-01,5.197812,7.180135,5.168350,6.931818,6.828678,1049664700
2009-05-01,6.788721,7.723064,6.763468,7.415825,7.305483,728444300
2009-06-01,7.521044,7.739899,6.767677,7.209596,7.102323,1016702600
2009-07-01,7.239057,9.284512,6.637206,8.943603,8.810529,1095725400
2009-08-01,9.343434,9.739058,8.648990,9.318182,9.179535,787879500
2009-09-01,9.318182,10.412457,8.905724,9.932660,9.784870,884682000
2009-10-01,9.907408,10.858586,9.313973,9.372895,9.233434,1051970500
2009-11-01,9.284512,10.328282,9.053030,10.298821,10.145582,619817000
2009-12-01,10.353536,10.416667,9.284512,9.903198,9.755846,684026200
2010-01-01,9.983165,10.336700,9.309764,9.688552,9.544394,910871100
2010-02-01,9.642256,9.890573,9.053030,9.688552,9.544394,621099800
2010-03-01,9.730639,11.940236,9.663300,11.351010,11.182116,867178600
2010-04-01,11.414142,11.645623,9.957912,10.008417,9.859500,925645400
2010-05-01,9.953704,10.143098,8.547979,9.010942,8.876866,1032421400
2010-06-01,8.846802,9.646464,8.223906,8.253367,8.130564,1020313300
2010-07-01,8.249158,9.065657,8.021886,8.800505,8.669560,755177700
2010-08-01,8.956229,9.936869,8.712121,9.776936,9.631462,842971100
2010-09-01,9.772727,10.589226,9.772727,10.269361,10.116560,710235900
2010-10-01,10.353536,12.584175,10.071548,12.567340,12.380347,790481000
2010-11-01,12.398990,13.316499,12.117003,12.264310,12.081826,728743100
2010-12-01,12.466330,12.971380,11.654040,11.712963,11.538683,543302000
2011-01-01,11.872895,13.131313,11.456229,12.777778,12.587654,608554100
2011-02-01,12.878788,14.877946,12.845118,14.103536,13.893686,527259700
2011-03-01,14.196128,14.196128,12.462121,13.063973,12.869593,587530100
2011-04-01,13.232324,14.583333,12.706229,14.473906,14.258545,450834400
2011-05-01,14.187711,14.469697,12.765152,13.118687,12.923491,450741700
2011-06-01,13.097643,13.813131,11.851851,13.581650,13.379565,836188200
2011-07-01,13.577441,14.726431,13.434343,13.783670,13.578581,618649600
2011-08-01,13.939394,14.040404,11.304714,12.992424,12.799108,828386100
2011-09-01,12.950336,14.267676,11.902357,12.411616,12.226940,762132000
2011-10-01,12.281145,14.490741,11.536196,13.396464,13.197135,681801300
2011-11-01,12.954545,13.930977,11.847643,12.453704,12.268403,514840600
2011-12-01,12.428452,13.371212,12.239058,12.765152,12.575216,449221100
2012-01-01,12.975589,13.657408,12.436869,13.299664,13.101775,599322200
2012-02-01,13.425926,15.488215,13.362795,15.042088,14.818274,490377700
2012-03-01,15.096802,16.069023,14.659091,15.530303,15.299224,525524300
2012-04-01,15.437711,17.659933,14.861111,17.264309,17.007427,667117000
2012-05-01,17.125422,17.533670,16.085859,16.494108,16.248688,682985500
2012-06-01,16.136364,18.493265,15.993266,17.680977,17.417896,686568400
2012-07-01,17.765152,19.423401,16.018518,18.644781,18.367363,641536100
2012-08-01,18.813131,20.235691,18.207071,19.978956,19.681683,527763200
2012-09-01,19.978956,21.317341,19.511784,20.357744,20.054838,470969900
2012-10-01,20.441919,21.439394,19.410774,20.311447,20.009230,608351100
2012-11-01,20.387205,22.306396,19.217173,22.230640,21.899866,459727400
2012-12-01,22.335859,22.369528,20.707071,21.464647,21.145267,413798500
2013-01-01,22.053871,23.846802,21.835016,23.556396,23.205896,553220600
2013-02-01,23.741583,24.103535,22.356903,23.026094,22.683485,352689800
2013-03-01,22.975590,23.569023,20.854378,22.819866,22.480326,661984700
2013-04-01,23.417509,24.427608,21.531986,22.049664,21.721582,586938800
2013-05-01,22.045454,24.036196,21.851852,22.769360,22.430569,474253700
2013-06-01,22.668350,22.680977,21.081650,21.767677,21.443792,511884500
2013-07-01,21.969696,24.200336,21.430977,21.755051,21.431353,583680200
2013-08-01,21.944445,22.946129,20.883839,21.039562,20.726509,435444700
2013-09-01,21.287878,23.947811,21.077440,23.484848,23.135410,411958700
2013-10-01,23.421717,23.674242,21.140572,22.184343,21.854258,625022800
2013-11-01,22.281145,22.664141,20.227272,21.262627,20.946257,695513500
2013-12-01,21.973906,23.282827,21.258417,23.093435,22.749825,552624300
2014-01-01,23.135521,23.526936,21.510942,22.390572,22.057419,935263100
2014-02-01,22.365320,25.126263,21.902357,24.734848,24.366812,587691700
2014-03-01,24.360270,25.105219,22.824074,23.249159,22.903229,455714400
2014-04-01,23.396465,23.674242,21.414141,21.813972,21.489397,627776100
2014-05-01,21.893940,22.201178,20.946970,21.351009,21.033323,661161900
2014-06-01,21.329966,21.439394,20.260942,21.069023,20.755531,637344000
2014-07-01,21.123737,22.550505,20.934343,22.234848,21.904011,581474000
2014-08-01,22.213804,24.010942,21.944445,23.358585,23.011028,584973500
2014-09-01,23.350168,24.116161,21.060606,23.834175,23.479542,873711000
2014-10-01,23.211279,23.602694,19.503366,22.095959,21.767189,676046500
2014-11-01,22.020203,23.425926,22.007576,23.097643,22.753967,292608200
2014-12-01,23.047138,24.385521,22.904041,23.619528,23.268085,472966200
2015-01-01,23.728956,24.107744,22.205387,22.306396,21.974495,487073400
2015-02-01,22.352694,24.772728,22.112795,24.372896,24.010246,327631600
2015-03-01,24.221380,25.643940,23.859428,24.276094,23.914885,499595700
2015-04-01,24.128788,25.311447,23.316498,24.520203,24.155361,357449300
2015-05-01,24.520203,25.942760,23.960438,25.824915,25.440660,287105400
2015-06-01,25.904882,26.641415,24.877947,25.353535,24.976292,426404900
2015-07-01,25.669191,29.350000,25.176767,28.120001,27.701595,709812400
2015-08-01,28.090000,28.940001,23.230000,27.110001,26.706625,271796700
2015-09-01,26.540001,27.600000,23.760000,24.440001,24.076353,258615400
2015-10-01,24.500000,28.570000,23.620001,27.900000,27.484869,350482700
2015-11-01,27.730000,29.690001,27.719999,29.590000,29.149723,229236700
2015-12-01,29.750000,29.830000,27.260000,27.480000,27.071115,198408300
2016-01-01,27.110001,27.250000,22.400000,23.459999,23.110931,316209200
2016-02-01,23.340000,24.540001,21.520000,23.799999,23.445875,263160000
2016-03-01,23.990000,24.620001,22.879999,23.860001,23.504982,265327200
2016-04-01,24.370001,26.209999,23.400000,24.430000,24.066502,289442700
2016-05-01,24.180000,24.620001,23.180000,24.459999,24.096054,169662200
2016-06-01,24.430000,24.950001,22.299999,23.410000,23.061676,221452100
2016-07-01,23.430000,31.790001,23.299999,31.160000,30.696363,293893900
2016-08-01,31.299999,32.230000,30.360001,32.160000,31.681484,192471900
2016-09-01,32.150002,33.189999,31.230000,32.900002,32.410477,176806800
2016-10-01,31.299999,33.029999,28.440001,28.510000,28.085793,285318000
2016-11-01,28.510000,29.440001,27.330000,27.809999,27.396208,192925000
2016-12-01,27.920000,30.520000,27.280001,29.690001,29.248238,218179300
2017-01-01,29.830000,32.849998,29.510000,31.830000,31.356394,244026700
2017-02-01,31.900000,34.310001,31.799999,33.900002,33.395596,163121800
2017-03-01,34.110001,34.430000,32.560001,33.570000,33.070503,163337400
2017-04-01,33.369999,34.740002,31.889999,33.410000,32.912884,207712000
2017-05-01,33.459999,35.299999,32.990002,34.299999,33.789642,173454600
2017-06-01,34.439999,36.500000,33.889999,34.919998,34.400417,184640700
2017-07-01,35.150002,37.480000,33.950001,35.730000,35.198368,210354100
2017-08-01,35.820000,36.639999,34.090000,36.130001,35.592415,158918000
2017-09-01,36.200001,38.869999,35.770000,38.459999,37.887745,149752800
2017-10-01,38.509998,39.279999,36.189999,37.639999,37.079948,214499000
2017-11-01,37.849998,38.090000,33.950001,34.669998,34.154137,179743700
2017-12-01,34.380001,38.660000,34.310001,37.740002,37.178459,168580100
2018-01-01,38.169998,41.340000,37.380001,40.580002,39.976200,211507400
2018-02-01,45.500000,46.990002,40.430000,42.860001,42.222279,252196500
2018-03-01,43.009998,44.299999,39.590000,40.240002,39.641266,199402700
2018-04-01,40.040001,43.000000,37.650002,37.880001,37.316380,227985700
2018-05-01,37.750000,38.840000,36.810001,37.720001,37.158756,176953500
2018-06-01,38.060001,40.860001,35.560001,36.259998,35.720478,201723000
2018-07-01,35.910000,38.340000,33.330002,33.450001,32.952293,247300500
2018-08-01,33.349998,35.290001,32.849998,34.610001,34.095028,179819500
2018-09-01,34.400002,34.910000,32.599998,33.020000,32.528690,190865900
2018-10-01,33.099998,34.599998,26.360001,29.030001,28.598057,340803700
2018-11-01,29.080000,30.260000,27.549999,29.850000,29.405857,280472300
2018-12-01,30.170000,30.360001,26.010000,28.070000,27.652340,269751400
2019-01-01,27.650000,34.750000,27.559999,33.650002,33.149319,343616600
2019-02-01,33.750000,38.020000,33.630001,37.150002,36.597240,210230900
2019-03-01,38.360001,39.139999,35.509998,37.139999,36.724197,252316300
2019-04-01,37.410000,38.799999,35.439999,38.750000,38.316174,211328500
2019-05-01,38.779999,38.939999,35.590000,35.930000,35.527744,176656800
2019-06-01,35.849998,40.549999,35.450001,39.500000,39.209835,194738300
2019-07-01,39.970001,42.000000,38.930000,41.189999,40.887421,176600700
2019-08-01,41.360001,41.990002,38.540001,40.290001,39.994034,147930100
2019-09-01,40.049999,41.410000,38.099998,38.980000,38.827774,138279000
2019-10-01,38.990002,39.470001,35.130001,35.250000,35.112343,161549500
2019-11-01,35.500000,36.529999,34.520000,35.520000,35.381290,148552500
2019-12-01,35.450001,35.619999,34.459999,34.570000,34.570000,47428000
2019-12-10,34.669998,35.000000,34.660000,34.720001,34.720001,6291143
